iter,best_bal_acc_mean
0,0.8127956989247312
1,0.8127956989247312
2,0.8211290322580644
3,0.8211290322580644
4,0.8211290322580644
5,0.8211290322580644
6,0.8211290322580644
7,0.8211290322580644
8,0.8211290322580644
9,0.8211290322580644
10,0.8211290322580644
11,0.8211290322580644
12,0.8229032258064516
13,0.8229032258064516
14,0.8229032258064516
15,0.8229032258064516
16,0.8229032258064516
17,0.8229032258064516
18,0.8229032258064516
19,0.8262365591397849
20,0.8262365591397849
21,0.8262365591397849
22,0.8262365591397849
23,0.8262365591397849
24,0.8262365591397849
25,0.8262365591397849
26,0.8262365591397849
27,0.8262365591397849
28,0.8262365591397849
29,0.8262365591397849
30,0.8262365591397849
31,0.8262365591397849
32,0.8262365591397849
33,0.8262365591397849
34,0.8262365591397849
35,0.8262365591397849
36,0.8262365591397849
37,0.8262365591397849
38,0.8262365591397849
39,0.8262365591397849
40,0.8262365591397849
41,0.8262365591397849
42,0.8262365591397849
43,0.8262365591397849
44,0.8262365591397849
45,0.8262365591397849
46,0.8262365591397849
47,0.8262365591397849
48,0.8262365591397849
49,0.8262365591397849
50,0.8262365591397849
51,0.8262365591397849
52,0.8262365591397849
53,0.8262365591397849
54,0.8262365591397849
55,0.8262365591397849
56,0.8262365591397849
57,0.8262365591397849
58,0.8262365591397849
59,0.8262365591397849
60,0.8262365591397849
61,0.8262365591397849
62,0.8262365591397849
63,0.8262365591397849
64,0.8262365591397849
65,0.8262365591397849
66,0.8262365591397849
67,0.8262365591397849
68,0.8262365591397849
69,0.8262365591397849
70,0.8262365591397849
71,0.8262365591397849
72,0.8262365591397849
73,0.8262365591397849
74,0.8262365591397849
75,0.8262365591397849
76,0.8262365591397849
77,0.8262365591397849
78,0.8262365591397849
79,0.8262365591397849
80,0.8262365591397849
81,0.8262365591397849
82,0.8262365591397849
83,0.8262365591397849
84,0.8262365591397849
85,0.8262365591397849
86,0.8262365591397849
87,0.8262365591397849
88,0.8262365591397849
89,0.8262365591397849
90,0.8262365591397849
91,0.8262365591397849
92,0.8262365591397849
93,0.8262365591397849
94,0.8262365591397849
95,0.8262365591397849
96,0.8262365591397849
97,0.8262365591397849
98,0.8262365591397849
99,0.8262365591397849
100,0.8262365591397849
101,0.8262365591397849
102,0.8262365591397849
103,0.8262365591397849
104,0.8262365591397849
105,0.8262365591397849
106,0.8262365591397849
107,0.8262365591397849
108,0.8262365591397849
109,0.8262365591397849
110,0.8262365591397849
111,0.8262365591397849
112,0.8262365591397849
113,0.8262365591397849
114,0.8262365591397849
115,0.8264516129032258
116,0.8264516129032258
117,0.8264516129032258
118,0.8264516129032258
119,0.8264516129032258
120,0.8264516129032258
121,0.8264516129032258
122,0.8264516129032258
123,0.8264516129032258
124,0.8264516129032258
125,0.8264516129032258
126,0.8264516129032258
127,0.8264516129032258
128,0.8264516129032258
129,0.8264516129032258
130,0.8264516129032258
131,0.8264516129032258
132,0.8264516129032258
133,0.8264516129032258
134,0.8264516129032258
135,0.8264516129032258
136,0.8264516129032258
137,0.8264516129032258
138,0.8264516129032258
139,0.8264516129032258
140,0.8264516129032258
141,0.8264516129032258
142,0.8264516129032258
143,0.8264516129032258
144,0.8264516129032258
145,0.8264516129032258
146,0.8264516129032258
147,0.8264516129032258
148,0.8264516129032258
149,0.8264516129032258
150,0.8264516129032258
151,0.8264516129032258
152,0.8264516129032258
153,0.8264516129032258
154,0.8264516129032258
155,0.8264516129032258
156,0.8264516129032258
157,0.8264516129032258
158,0.8264516129032258
159,0.8264516129032258
160,0.8264516129032258
161,0.8264516129032258
162,0.8264516129032258
163,0.8264516129032258
164,0.8264516129032258
165,0.8264516129032258
166,0.8264516129032258
167,0.8264516129032258
168,0.8264516129032258
169,0.8264516129032258
170,0.8264516129032258
171,0.8264516129032258
172,0.8264516129032258
173,0.8264516129032258
174,0.8264516129032258
175,0.8264516129032258
176,0.8264516129032258
177,0.8264516129032258
178,0.8264516129032258
179,0.8264516129032258
180,0.8264516129032258
181,0.8264516129032258
182,0.8264516129032258
183,0.8264516129032258
184,0.8264516129032258
185,0.8264516129032258
186,0.8264516129032258
187,0.8264516129032258
188,0.8264516129032258
189,0.8264516129032258
190,0.8264516129032258
191,0.8264516129032258
192,0.8264516129032258
193,0.8264516129032258
194,0.8264516129032258
195,0.8264516129032258
196,0.8264516129032258
197,0.8264516129032258
198,0.8264516129032258
199,0.8264516129032258
200,0.8264516129032258
201,0.8264516129032258
202,0.8264516129032258
203,0.8264516129032258
204,0.8264516129032258
205,0.8264516129032258
206,0.8264516129032258
207,0.8264516129032258
208,0.8264516129032258
209,0.8264516129032258
210,0.8264516129032258
211,0.8264516129032258
212,0.8264516129032258
213,0.8264516129032258
214,0.8264516129032258
215,0.8264516129032258
216,0.8264516129032258
217,0.8264516129032258
218,0.8264516129032258
219,0.8264516129032258
220,0.8264516129032258
221,0.8264516129032258
